zip,obese,bmi,pop,sex,age
54865,NA,NA,49,male,35-54
54867,NA,NA,27,male,35-54
54868,288,500,1951,male,35-54
54870,16,37,221,male,35-54
54871,41,57,415,male,35-54
54872,NA,NA,389,male,35-54
54873,NA,NA,338,male,35-54
54874,NA,NA,650,male,35-54
54875,NA,NA,172,male,35-54
54876,NA,NA,159,male,35-54
54880,NA,NA,3653,male,35-54
54888,NA,NA,171,male,35-54
54889,NA,NA,366,male,35-54
54891,NA,NA,385,male,35-54
54893,NA,NA,437,male,35-54
54895,NA,NA,165,male,35-54
54896,NA,NA,201,male,35-54
54901,NA,NA,5620,male,35-54
54902,174,354,2960,male,35-54
54904,175,375,2659,male,35-54
54909,18,50,331,male,35-54
54911,516,1054,3223,male,35-54
54913,381,890,3009,male,35-54
54914,584,1215,4146,male,35-54
54915,872,1902,6119,male,35-54
54921,26,40,172,male,35-54
54922,49,82,239,male,35-54
54923,NA,NA,1203,male,35-54
54927,NA,NA,68,male,35-54
54928,NA,NA,70,male,35-54
54929,NA,NA,1120,male,35-54
54930,21,40,212,male,35-54
54931,NA,NA,21,male,35-54
54932,NA,NA,241,male,35-54
54933,NA,NA,34,male,35-54
54934,NA,NA,49,male,35-54
54935,NA,NA,5817,male,35-54
54937,NA,NA,2476,male,35-54
54940,NA,NA,626,male,35-54
54941,NA,NA,308,male,35-54
54942,233,509,1362,male,35-54
54943,31,51,222,male,35-54
54944,219,400,1438,male,35-54
54945,NA,NA,584,male,35-54
54946,NA,NA,6,male,35-54
54947,57,115,400,male,35-54
54948,NA,NA,37,male,35-54
54949,NA,NA,503,male,35-54
54950,NA,NA,417,male,35-54
54952,598,1237,3188,male,35-54
54956,995,2277,6548,male,35-54
54960,NA,NA,314,male,35-54
54961,NA,NA,1960,male,35-54
54962,NA,NA,200,male,35-54
54963,91,177,852,male,35-54
54964,NA,NA,135,male,35-54
54965,NA,NA,275,male,35-54
54966,30,57,245,male,35-54
54967,NA,NA,53,male,35-54
54968,NA,NA,388,male,35-54
54970,NA,NA,867,male,35-54
54971,NA,NA,1291,male,35-54
54974,NA,NA,192,male,35-54
54977,NA,NA,190,male,35-54
54979,NA,NA,184,male,35-54
54980,NA,NA,8,male,35-54
54981,NA,NA,2047,male,35-54
54982,NA,NA,804,male,35-54
54983,NA,NA,622,male,35-54
54984,NA,NA,375,male,35-54
54985,NA,NA,120,male,35-54
54986,61,117,784,male,35-54
53001,70,119,239,male,55-74
53002,92,196,291,male,55-74
53003,NA,NA,14,male,55-74
53004,43,77,277,male,55-74
53005,351,862,2231,male,55-74
53006,15,39,195,male,55-74
53007,48,82,174,male,55-74
53010,223,440,1065,male,55-74
53011,48,110,302,male,55-74
53012,403,883,2082,male,55-74
53013,46,105,408,male,55-74
53014,59,122,983,male,55-74
53015,49,107,367,male,55-74
53016,NA,NA,46,male,55-74
53017,200,420,809,male,55-74
53018,68,160,1046,male,55-74
53019,18,45,249,male,55-74
53020,106,237,595,male,55-74
53021,101,192,516,male,55-74
53022,634,1300,1888,male,55-74
53023,28,64,182,male,55-74
53024,275,549,1620,male,55-74
53027,451,877,2356,male,55-74
53029,207,496,2233,male,55-74
53031,NA,NA,0,male,55-74
53032,152,292,512,male,55-74
53033,175,369,725,male,55-74
53034,34,63,213,male,55-74
53035,58,92,285,male,55-74
53036,17,33,208,male,55-74
53037,331,611,912,male,55-74
53038,54,96,385,male,55-74
53039,139,241,416,male,55-74
53040,407,711,789,male,55-74
53042,102,217,848,male,55-74
53044,51,109,263,male,55-74
53045,332,793,2492,male,55-74
53046,44,82,123,male,55-74
53047,NA,NA,0,male,55-74
53048,38,67,287,male,55-74
53049,21,40,279,male,55-74
53050,120,214,696,male,55-74
53051,995,2111,4042,male,55-74
53057,NA,NA,209,male,55-74
53058,27,61,373,male,55-74
53059,29,51,266,male,55-74
53061,55,108,633,male,55-74
53063,14,30,238,male,55-74
53065,NA,NA,245,male,55-74
53066,205,490,3806,male,55-74
53069,NA,NA,150,male,55-74
53070,127,235,715,male,55-74
53072,260,604,2760,male,55-74
53073,306,645,1600,male,55-74
53074,138,282,1362,male,55-74
53075,64,134,413,male,55-74
53076,126,258,460,male,55-74
53078,34,74,286,male,55-74
53079,19,37,179,male,55-74
53080,100,202,707,male,55-74
53081,753,1536,4204,male,55-74
53083,408,885,2210,male,55-74
53085,317,595,1318,male,55-74
53086,240,491,1026,male,55-74
53088,NA,NA,58,male,55-74
53089,412,884,2074,male,55-74
53090,761,1542,2266,male,55-74
53091,46,97,228,male,55-74
53092,424,1057,3160,male,55-74
53093,44,65,271,male,55-74
53094,163,300,1654,male,55-74
53095,1107,2323,3034,male,55-74
53097,101,229,742,male,55-74
53098,110,210,1291,male,55-74
53103,43,82,573,male,55-74
53104,NA,NA,654,male,55-74
53105,179,379,3239,male,55-74
53108,23,64,385,male,55-74
53110,125,254,2108,male,55-74
53114,75,141,315,male,55-74
53115,416,874,1668,male,55-74
53118,56,144,1074,male,55-74
53119,51,100,597,male,55-74
53120,78,167,1224,male,55-74
53121,341,736,2009,male,55-74
53122,140,346,751,male,55-74
53125,61,154,343,male,55-74
53126,46,118,1009,male,55-74
53128,73,150,854,male,55-74
53129,143,333,1662,male,55-74
53130,70,189,893,male,55-74
53132,279,638,3821,male,55-74
53137,43,66,195,male,55-74
53139,NA,NA,386,male,55-74
53140,NA,NA,2651,male,55-74
53142,NA,NA,2629,male,55-74
53143,NA,NA,2180,male,55-74
53144,NA,NA,2080,male,55-74
53146,82,180,1199,male,55-74
53147,277,695,2023,male,55-74
53149,125,250,2383,male,55-74
53150,228,509,2991,male,55-74
53151,384,941,4102,male,55-74
53153,25,48,348,male,55-74
53154,209,425,3340,male,55-74
53156,63,127,364,male,55-74
53158,NA,NA,1968,male,55-74
53167,NA,NA,75,male,55-74
53168,NA,NA,1033,male,55-74
53170,NA,NA,221,male,55-74
53172,120,250,2243,male,55-74
53177,NA,NA,773,male,55-74
53178,18,48,399,male,55-74
53179,NA,NA,399,male,55-74
53181,43,108,711,male,55-74
53182,56,143,1004,male,55-74
53183,NA,NA,406,male,55-74
53184,85,179,418,male,55-74
53185,129,262,2144,male,55-74
53186,294,657,2923,male,55-74
53188,224,501,3709,male,55-74
53189,154,355,2831,male,55-74
53190,487,1040,1366,male,55-74
53191,63,187,366,male,55-74
53192,NA,NA,0,male,55-74
53195,NA,NA,38,male,55-74
53202,236,671,1928,male,55-74
53203,13,36,88,male,55-74
53204,154,346,2129,male,55-74
53205,85,221,652,male,55-74
53206,233,596,1954,male,55-74
53207,297,630,3254,male,55-74
53208,308,801,2699,male,55-74
53209,472,1093,3498,male,55-74
53210,266,620,1754,male,55-74
53211,342,1087,2598,male,55-74
53212,303,759,2169,male,55-74
53213,415,1057,2492,male,55-74
53214,426,918,3409,male,55-74
53215,228,509,3613,male,55-74
53216,358,790,2601,male,55-74
53217,464,1369,3272,male,55-74
53218,362,797,2566,male,55-74
53219,321,704,3446,male,55-74
53220,208,440,2745,male,55-74
53221,284,549,3597,male,55-74
53222,390,819,2017,male,55-74
53223,359,727,2825,male,55-74
53224,294,620,1710,male,55-74
53225,294,662,1578,male,55-74
53226,311,794,1664,male,55-74
53227,277,587,2035,male,55-74
53228,184,413,1717,male,55-74
53233,77,161,596,male,55-74
53235,67,129,973,male,55-74
53295,NA,NA,84,male,55-74
53402,169,377,3577,male,55-74
53403,NA,NA,2517,male,55-74
53404,NA,NA,1088,male,55-74
53405,NA,NA,2371,male,55-74
53406,NA,NA,3001,male,55-74
53501,NA,NA,0,male,55-74
53502,180,343,283,male,55-74
53503,63,135,224,male,55-74
53504,110,209,264,male,55-74
53505,19,37,72,male,55-74
53506,34,68,137,male,55-74
53507,106,209,216,male,55-74
53508,275,576,495,male,55-74
53510,18,35,166,male,55-74
53511,779,1537,4826,male,55-74
53515,136,268,285,male,55-74
53516,149,289,320,male,55-74
53517,117,251,258,male,55-74
53518,46,91,179,male,55-74
53520,445,814,835,male,55-74
53521,223,478,440,male,55-74
53522,104,182,144,male,55-74
53523,221,448,767,male,55-74
53525,87,165,453,male,55-74
53526,21,34,37,male,55-74
53527,422,894,985,male,55-74
53528,315,652,727,male,55-74
53529,74,158,231,male,55-74
53530,153,258,448,male,55-74
53531,204,383,502,male,55-74
53532,607,1215,1434,male,55-74
53533,274,536,977,male,55-74
53534,619,1197,1438,male,55-74
53536,426,819,833,male,55-74
53537,39,66,129,male,55-74
53538,728,1393,2139,male,55-74
53540,NA,NA,29,male,55-74
53541,50,82,118,male,55-74
53543,59,103,191,male,55-74
53544,62,98,131,male,55-74
53545,1040,2168,2036,male,55-74
53546,1497,2893,3014,male,55-74
53548,884,1781,1941,male,55-74
53549,233,455,1178,male,55-74
53550,76,147,131,male,55-74
53551,180,368,906,male,55-74
53553,18,32,55,male,55-74
53554,20,46,98,male,55-74
53555,330,700,1091,male,55-74
53556,63,119,342,male,55-74
53557,19,36,55,male,55-74
53558,575,1288,1353,male,55-74
53559,277,539,678,male,55-74
53560,134,298,442,male,55-74
53561,82,170,286,male,55-74
53562,967,2513,2885,male,55-74
53563,624,1196,1262,male,55-74
53565,175,316,570,male,55-74
53566,910,1864,1779,male,55-74
53569,32,69,132,male,55-74
53570,210,359,367,male,55-74
53571,NA,NA,15,male,55-74
53572,420,938,963,male,55-74
53573,105,163,352,male,55-74
53574,208,432,420,male,55-74
53575,763,1629,1570,male,55-74
53576,123,229,255,male,55-74
53577,46,82,174,male,55-74
53578,175,344,661,male,55-74
53579,66,112,200,male,55-74
53580,17,30,74,male,55-74
53581,180,341,1296,male,55-74
53582,35,98,132,male,55-74
53583,156,306,647,male,55-74
53585,57,109,228,male,55-74
53586,53,85,293,male,55-74
53587,75,141,145,male,55-74
53588,116,266,537,male,55-74
53589,1035,2071,2413,male,55-74
53590,1490,2972,3180,male,55-74
53593,815,2183,2206,male,55-74
53594,197,373,663,male,55-74
53597,842,1781,1705,male,55-74
53598,125,251,279,male,55-74
53599,NA,NA,12,male,55-74
53702,NA,NA,0,male,55-74
53703,263,1011,1417,male,55-74
53704,1579,3848,4098,male,55-74
53705,553,2036,2009,male,55-74
53706,NA,NA,0,male,55-74
53711,1598,4434,4835,male,55-74
53713,525,1316,1396,male,55-74
53714,644,1415,1414,male,55-74
53715,177,506,476,male,55-74
53716,827,1857,2138,male,55-74
53717,385,1165,1229,male,55-74
53718,422,955,964,male,55-74
53719,677,1677,1583,male,55-74
53726,69,301,316,male,55-74
53792,NA,NA,0,male,55-74
53801,29,52,166,male,55-74
53802,NA,NA,10,male,55-74
53803,NA,NA,167,male,55-74
53804,24,56,133,male,55-74
53805,261,458,620,male,55-74
53806,30,52,264,male,55-74
53807,43,82,575,male,55-74
53808,NA,NA,131,male,55-74
53809,100,182,422,male,55-74
53810,NA,NA,50,male,55-74
53811,NA,NA,406,male,55-74
53813,57,124,728,male,55-74
53816,34,59,85,male,55-74
53817,NA,NA,19,male,55-74
53818,132,272,1068,male,55-74
53820,29,49,338,male,55-74
53821,359,690,1000,male,55-74
53825,NA,NA,45,male,55-74
53826,58,110,197,male,55-74
53827,NA,NA,28,male,55-74
53901,542,1054,1550,male,55-74
53910,80,146,442,male,55-74
53911,77,121,146,male,55-74
53913,816,1600,2205,male,55-74
53916,992,1861,2798,male,55-74
53919,16,33,301,male,55-74
53920,30,50,81,male,55-74
53922,40,77,142,male,55-74
53923,73,128,239,male,55-74
53924,27,42,178,male,55-74
53925,292,554,893,male,55-74
53926,34,65,140,male,55-74
53928,NA,NA,3,male,55-74
53929,109,191,297,male,55-74
53930,53,101,152,male,55-74
53931,NA,NA,23,male,55-74
53932,106,175,292,male,55-74
53933,143,245,474,male,55-74
53934,140,244,755,male,55-74
53935,NA,NA,32,male,55-74
53936,49,95,223,male,55-74
53937,NA,NA,114,male,55-74
53939,NA,NA,27,male,55-74
53941,64,126,412,male,55-74
53943,23,36,125,male,55-74
53944,82,127,333,male,55-74
53946,53,84,615,male,55-74
53947,NA,NA,17,male,55-74
53948,179,359,997,male,55-74
53949,240,418,935,male,55-74
53950,155,279,792,male,55-74
53951,63,144,274,male,55-74
53952,171,295,571,male,55-74
53953,NA,NA,18,male,55-74
53954,369,638,854,male,55-74
53955,328,616,801,male,55-74
53956,117,234,399,male,55-74
53959,250,478,1433,male,55-74
53960,173,297,439,male,55-74
53961,22,48,111,male,55-74
53963,119,234,1230,male,55-74
53964,133,244,451,male,55-74
53965,392,790,1149,male,55-74
53968,87,157,323,male,55-74
53969,NA,NA,28,male,55-74
54001,NA,NA,1095,male,55-74
54002,NA,NA,549,male,55-74
54003,NA,NA,111,male,55-74
54004,NA,NA,305,male,55-74
54005,NA,NA,345,male,55-74
54006,NA,NA,88,male,55-74
54007,NA,NA,149,male,55-74
54009,NA,NA,241,male,55-74
54010,NA,NA,7,male,55-74
54011,NA,NA,701,male,55-74
54013,NA,NA,409,male,55-74
54014,NA,NA,347,male,55-74
54015,NA,NA,256,male,55-74
54016,NA,NA,3109,male,55-74
54017,NA,NA,1428,male,55-74
54020,NA,NA,680,male,55-74
54021,NA,NA,700,male,55-74
54022,NA,NA,1957,male,55-74
54023,NA,NA,330,male,55-74
54024,NA,NA,629,male,55-74
54025,NA,NA,683,male,55-74
54026,NA,NA,175,male,55-74
54027,NA,NA,161,male,55-74
54028,NA,NA,308,male,55-74
54082,NA,NA,208,male,55-74
54101,96,177,331,male,55-74
54102,NA,NA,171,male,55-74
54103,NA,NA,99,male,55-74
54104,23,42,310,male,55-74
54106,118,205,482,male,55-74
54107,37,72,357,male,55-74
54110,59,107,471,male,55-74
54111,40,69,335,male,55-74
54112,64,123,287,male,55-74
54113,56,121,286,male,55-74
54114,117,226,934,male,55-74
54115,954,1871,3783,male,55-74
54119,NA,NA,84,male,55-74
54120,NA,NA,51,male,55-74
54121,NA,NA,531,male,55-74
54123,NA,NA,27,male,55-74
54124,156,264,568,male,55-74
54125,NA,NA,117,male,55-74
54126,83,151,427,male,55-74
54127,NA,NA,3,male,55-74
54128,24,33,190,male,55-74
54129,75,126,444,male,55-74
54130,347,628,2390,male,55-74
54135,23,38,265,male,55-74
54136,124,270,460,male,55-74
54137,32,64,123,male,55-74
54138,61,108,200,male,55-74
54139,156,259,414,male,55-74
54140,119,229,980,male,55-74
54141,91,167,292,male,55-74
54143,101,205,1748,male,55-74
54149,94,154,317,male,55-74
54150,NA,NA,86,male,55-74
54151,NA,NA,471,male,55-74
54153,262,474,906,male,55-74
54154,215,367,599,male,55-74
54155,186,355,611,male,55-74
54156,NA,NA,256,male,55-74
54157,52,89,627,male,55-74
54159,NA,NA,215,male,55-74
54160,NA,NA,22,male,55-74
54161,93,158,477,male,55-74
54162,249,459,928,male,55-74
54165,186,335,692,male,55-74
54166,NA,NA,2150,male,55-74
54169,49,130,328,male,55-74
54170,117,215,381,male,55-74
54171,100,222,341,male,55-74
54173,131,259,456,male,55-74
54174,148,230,474,male,55-74
54175,66,130,188,male,55-74
54177,29,57,559,male,55-74
54180,34,54,237,male,55-74
54201,72,126,662,male,55-74
54202,NA,NA,265,male,55-74
54204,37,66,209,male,55-74
54205,52,98,263,male,55-74
54207,NA,NA,13,male,55-74
54208,104,217,725,male,55-74
54209,15,34,248,male,55-74
54210,12,31,132,male,55-74
54211,NA,NA,42,male,55-74
54212,10,30,235,male,55-74
54213,15,32,114,male,55-74
54214,NA,NA,19,male,55-74
54216,96,184,868,male,55-74
54217,221,400,859,male,55-74
54220,NA,NA,4510,male,55-74
54227,20,51,256,male,55-74
54228,NA,NA,345,male,55-74
54229,115,208,479,male,55-74
54230,NA,NA,561,male,55-74
54232,NA,NA,57,male,55-74
54234,NA,NA,284,male,55-74
54235,183,375,2621,male,55-74
54241,NA,NA,2024,male,55-74
54245,NA,NA,245,male,55-74
54246,NA,NA,174,male,55-74
54247,18,38,362,male,55-74
54301,445,1018,2160,male,55-74
54302,460,935,2450,male,55-74
54303,456,936,2068,male,55-74
54304,603,1151,2843,male,55-74
54307,20,38,94,male,55-74
54311,757,1475,3058,male,55-74
54313,996,1997,4180,male,55-74
54401,1481,2989,3531,male,55-74
54403,1072,2392,2561,male,55-74
54405,124,234,282,male,55-74
54406,51,108,416,male,55-74
54407,28,60,231,male,55-74
54408,54,126,122,male,55-74
54409,693,1318,1533,male,55-74
54410,108,188,236,male,55-74
54411,250,441,526,male,55-74
54412,107,191,221,male,55-74
54413,NA,NA,14,male,55-74
54414,196,369,406,male,55-74
54416,67,92,213,male,55-74
54417,NA,NA,15,male,55-74
54418,60,136,121,male,55-74
54420,50,86,145,male,55-74
54421,140,232,306,male,55-74
54422,28,46,92,male,55-74
54423,61,114,303,male,55-74
54424,111,219,265,male,55-74
54425,99,161,169,male,55-74
54426,251,427,464,male,55-74
54427,76,137,155,male,55-74
54428,76,141,256,male,55-74
54430,NA,NA,18,male,55-74
54433,85,162,246,male,55-74
54435,132,208,318,male,55-74
54436,51,94,234,male,55-74
54437,111,165,370,male,55-74
54440,190,354,391,male,55-74
54441,48,83,108,male,55-74
54442,75,120,161,male,55-74
54443,97,187,284,male,55-74
54446,109,166,267,male,55-74
54447,24,40,44,male,55-74
54448,266,528,574,male,55-74
54449,1139,2241,3003,male,55-74
54450,25,39,41,male,55-74
54451,618,1167,1374,male,55-74
54452,1115,1994,2249,male,55-74
54454,67,99,190,male,55-74
54455,961,1812,1963,male,55-74
54456,132,237,753,male,55-74
54457,457,838,1424,male,55-74
54458,NA,NA,6,male,55-74
54459,82,145,217,male,55-74
54460,63,120,298,male,55-74
54462,24,55,67,male,55-74
54463,38,68,142,male,55-74
54465,37,90,168,male,55-74
54466,144,262,393,male,55-74
54467,220,459,1335,male,55-74
54469,70,138,188,male,55-74
54470,112,230,259,male,55-74
54471,93,203,242,male,55-74
54473,80,142,369,male,55-74
54474,213,434,377,male,55-74
54475,83,158,225,male,55-74
54476,824,1657,1663,male,55-74
54479,175,304,388,male,55-74
54480,82,123,132,male,55-74
54481,330,726,2405,male,55-74
54482,158,338,1151,male,55-74
54484,227,416,533,male,55-74
54485,26,54,54,male,55-74
54486,64,105,343,male,55-74
54487,253,478,1502,male,55-74
54488,54,87,128,male,55-74
54489,89,163,193,male,55-74
54490,45,100,117,male,55-74
54491,111,203,308,male,55-74
54493,25,52,108,male,55-74
54494,1402,2750,3249,male,55-74
54495,339,660,847,male,55-74
54498,60,107,248,male,55-74
54499,155,291,377,male,55-74
54501,524,1031,2651,male,55-74
54511,37,62,193,male,55-74
54512,68,144,163,male,55-74
54513,22,40,66,male,55-74
54514,128,226,326,male,55-74
54515,42,71,93,male,55-74
54517,NA,NA,42,male,55-74
54519,41,74,220,male,55-74
54520,88,168,453,male,55-74
54521,263,506,1167,male,55-74
54524,43,82,90,male,55-74
54525,20,30,31,male,55-74
54526,37,62,117,male,55-74
54527,50,75,170,male,55-74
54529,60,115,221,male,55-74
54530,53,82,146,male,55-74
54531,112,199,268,male,55-74
54534,134,277,328,male,55-74
54536,NA,NA,34,male,55-74
54537,32,70,84,male,55-74
54538,83,186,432,male,55-74
54539,85,163,251,male,55-74
54540,77,168,166,male,55-74
54541,31,48,174,male,55-74
54542,21,33,107,male,55-74
54545,67,127,151,male,55-74
54546,NA,NA,173,male,55-74
54547,134,248,310,male,55-74
54548,264,574,898,male,55-74
54550,32,64,78,male,55-74
54552,291,532,687,male,55-74
54554,66,127,197,male,55-74
54555,316,606,807,male,55-74
54556,91,155,156,male,55-74
54557,59,137,236,male,55-74
54558,127,251,395,male,55-74
54559,NA,NA,61,male,55-74
54560,37,78,85,male,55-74
54561,NA,NA,7,male,55-74
54562,115,227,375,male,55-74
54563,29,45,88,male,55-74
54564,23,37,94,male,55-74
54565,NA,NA,11,male,55-74
54566,53,90,185,male,55-74
54568,272,531,708,male,55-74
54601,1602,3495,4047,male,55-74
54603,646,1278,1650,male,55-74
54610,22,49,289,male,55-74
54611,NA,NA,132,male,55-74
54612,225,434,470,male,55-74
54613,86,154,417,male,55-74
54614,125,264,361,male,55-74
54615,182,353,1334,male,55-74
54616,110,204,314,male,55-74
54618,90,160,307,male,55-74
54619,120,202,327,male,55-74
54621,70,122,171,male,55-74
54622,77,152,317,male,55-74
54623,109,197,248,male,55-74
54624,89,189,280,male,55-74
54625,NA,NA,33,male,55-74
54626,81,135,202,male,55-74
54627,131,232,278,male,55-74
54628,71,142,199,male,55-74
54629,98,177,363,male,55-74
54630,220,383,483,male,55-74
54631,48,99,263,male,55-74
54632,85,144,203,male,55-74
54634,185,313,488,male,55-74
54635,31,45,252,male,55-74
54636,669,1263,1454,male,55-74
54637,NA,NA,10,male,55-74
54638,87,142,205,male,55-74
54639,67,119,330,male,55-74
54641,NA,NA,1,male,55-74
54642,91,146,210,male,55-74
54643,NA,NA,2,male,55-74
54644,102,175,155,male,55-74
54645,NA,NA,9,male,55-74
54646,127,222,555,male,55-74
54648,65,110,160,male,55-74
54650,1188,2350,2565,male,55-74
54651,37,70,135,male,55-74
54652,36,60,130,male,55-74
54653,57,94,76,male,55-74
54654,NA,NA,13,male,55-74
54655,56,107,294,male,55-74
54656,926,1602,1943,male,55-74
54657,NA,NA,56,male,55-74
54658,176,312,371,male,55-74
54659,37,66,148,male,55-74
54660,670,1214,1947,male,55-74
54661,192,359,423,male,55-74
54664,45,94,219,male,55-74
54665,313,571,1056,male,55-74
54666,109,202,352,male,55-74
54667,164,309,559,male,55-74
54669,425,754,796,male,55-74
54670,76,115,147,male,55-74
54701,328,742,3785,male,55-74
54703,478,967,3663,male,55-74
54720,93,172,630,male,55-74
54721,NA,NA,162,male,55-74
54722,99,168,446,male,55-74
54723,NA,NA,137,male,55-74
54724,112,194,686,male,55-74
54725,NA,NA,375,male,55-74
54726,49,74,189,male,55-74
54727,162,278,607,male,55-74
54728,212,360,996,male,55-74
54729,809,1498,3572,male,55-74
54730,NA,NA,597,male,55-74
54731,31,51,78,male,55-74
54732,120,196,383,male,55-74
54733,31,44,160,male,55-74
54734,NA,NA,97,male,55-74
54736,NA,NA,492,male,55-74
54737,NA,NA,60,male,55-74
54738,41,81,366,male,55-74
54739,49,74,461,male,55-74
54740,NA,NA,242,male,55-74
54741,33,64,196,male,55-74
54742,74,132,481,male,55-74
54745,102,182,406,male,55-74
54746,NA,NA,83,male,55-74
54747,142,224,330,male,55-74
54748,38,87,211,male,55-74
54749,NA,NA,161,male,55-74
54750,NA,NA,124,male,55-74
54751,NA,NA,2186,male,55-74
54754,35,62,263,male,55-74
54755,54,104,821,male,55-74
54756,NA,NA,160,male,55-74
54757,59,107,482,male,55-74
54758,56,85,549,male,55-74
54759,NA,NA,233,male,55-74
54760,NA,NA,35,male,55-74
54761,NA,NA,141,male,55-74
54762,NA,NA,149,male,55-74
54763,NA,NA,183,male,55-74
54765,NA,NA,0,male,55-74
54766,63,117,203,male,55-74
54767,NA,NA,395,male,55-74
54768,78,133,729,male,55-74
54769,NA,NA,113,male,55-74
54770,24,48,286,male,55-74
54771,57,95,428,male,55-74
54772,NA,NA,129,male,55-74
54773,153,272,373,male,55-74
54801,69,145,880,male,55-74
54805,NA,NA,138,male,55-74
54806,NA,NA,1332,male,55-74
54810,NA,NA,327,male,55-74
54812,70,118,540,male,55-74
54813,NA,NA,98,male,55-74
54814,NA,NA,420,male,55-74
54817,121,228,425,male,55-74
54819,90,162,367,male,55-74
54820,NA,NA,127,male,55-74
54821,NA,NA,295,male,55-74
54822,100,211,567,male,55-74
54824,NA,NA,276,male,55-74
54826,NA,NA,130,male,55-74
54827,NA,NA,53,male,55-74
54828,NA,NA,117,male,55-74
54829,63,117,677,male,55-74
54830,NA,NA,660,male,55-74
54832,NA,NA,87,male,55-74
54835,43,83,161,male,55-74
54836,NA,NA,123,male,55-74
54837,NA,NA,555,male,55-74
54838,NA,NA,331,male,55-74
54839,NA,NA,42,male,55-74
54840,NA,NA,596,male,55-74
54841,NA,NA,25,male,55-74
54842,NA,NA,22,male,55-74
54843,100,188,1630,male,55-74
54844,NA,NA,73,male,55-74
54845,NA,NA,29,male,55-74
54846,NA,NA,84,male,55-74
54847,NA,NA,380,male,55-74
54848,225,412,735,male,55-74
54849,NA,NA,308,male,55-74
54850,NA,NA,47,male,55-74
54853,NA,NA,595,male,55-74
54854,NA,NA,134,male,55-74
54855,NA,NA,77,male,55-74
54856,NA,NA,221,male,55-74
54857,NA,NA,18,male,55-74
54858,NA,NA,250,male,55-74
54859,NA,NA,297,male,55-74
54861,NA,NA,10,male,55-74
54862,NA,NA,48,male,55-74
54864,NA,NA,129,male,55-74
54865,NA,NA,94,male,55-74
54867,20,38,67,male,55-74
54868,473,883,1866,male,55-74
54870,53,112,316,male,55-74
54871,49,75,444,male,55-74
54872,NA,NA,393,male,55-74
54873,NA,NA,538,male,55-74
54874,NA,NA,430,male,55-74
54875,20,33,183,male,55-74
54876,17,37,270,male,55-74
54880,NA,NA,3276,male,55-74
54888,20,43,256,male,55-74
54889,NA,NA,384,male,55-74
54891,NA,NA,550,male,55-74
54893,NA,NA,613,male,55-74
54895,42,68,169,male,55-74
54896,70,136,319,male,55-74
54901,227,486,2631,male,55-74
54902,150,331,2033,male,55-74
54904,272,559,2949,male,55-74
54909,37,54,297,male,55-74
54911,390,892,2288,male,55-74
54913,345,773,1938,male,55-74
54914,512,1090,2957,male,55-74
54915,795,1725,3726,male,55-74
54921,34,72,170,male,55-74
54922,44,84,151,male,55-74
54923,NA,NA,1063,male,55-74
54927,NA,NA,68,male,55-74
54928,NA,NA,44,male,55-74
54929,NA,NA,1009,male,55-74
54930,42,62,253,male,55-74
54931,NA,NA,20,male,55-74
54932,NA,NA,153,male,55-74
54933,NA,NA,28,male,55-74
54934,NA,NA,24,male,55-74
54935,NA,NA,4125,male,55-74
54937,NA,NA,2474,male,55-74
54940,NA,NA,560,male,55-74
54941,NA,NA,444,male,55-74
54942,165,354,799,male,55-74
54943,56,94,334,male,55-74
54944,189,395,971,male,55-74
54945,48,82,524,male,55-74
54946,NA,NA,24,male,55-74
54947,92,180,389,male,55-74
54948,NA,NA,31,male,55-74
54949,NA,NA,453,male,55-74
54950,NA,NA,422,male,55-74
54952,602,1166,2623,male,55-74
54956,1090,2391,4178,male,55-74
54960,NA,NA,501,male,55-74
54961,NA,NA,1551,male,55-74
54962,NA,NA,158,male,55-74
54963,80,163,958,male,55-74
54964,15,33,161,male,55-74
54965,NA,NA,180,male,55-74
54966,47,70,262,male,55-74
54967,NA,NA,62,male,55-74
54968,NA,NA,394,male,55-74
54970,NA,NA,544,male,55-74
54971,NA,NA,1138,male,55-74
54974,NA,NA,181,male,55-74
54977,NA,NA,220,male,55-74
54979,NA,NA,219,male,55-74
54980,NA,NA,40,male,55-74
54981,NA,NA,1910,male,55-74
54982,NA,NA,1001,male,55-74
54983,NA,NA,609,male,55-74
54984,NA,NA,544,male,55-74
54985,NA,NA,50,male,55-74
54986,112,178,673,male,55-74
53001,NA,NA,73,male,75-plus
53002,11,31,67,male,75-plus
53003,NA,NA,0,male,75-plus
53004,NA,NA,89,male,75-plus
53005,129,481,784,male,75-plus
53006,NA,NA,46,male,75-plus
53007,NA,NA,66,male,75-plus
53010,47,115,230,male,75-plus
53011,NA,NA,78,male,75-plus
53012,94,343,614,male,75-plus
53013,10,38,87,male,75-plus
53014,NA,NA,190,male,75-plus
53015,NA,NA,61,male,75-plus
53016,NA,NA,16,male,75-plus
53017,45,129,53,male,75-plus
53018,11,40,190,male,75-plus
53019,NA,NA,50,male,75-plus
53020,23,57,119,male,75-plus
53021,25,59,102,male,75-plus
53022,152,479,442,male,75-plus
53023,NA,NA,38,male,75-plus
53024,68,223,521,male,75-plus
53027,105,285,695,male,75-plus
53029,48,147,490,male,75-plus
53031,NA,NA,0,male,75-plus
53032,55,124,162,male,75-plus
53033,34,116,116,male,75-plus
